0.000000	0.914672
0.002000	1.321156
0.004000	1.902256
0.006000	1.316625
0.008000	2.219230
0.010000	1.849918
0.012000	1.760070
0.014000	1.461343
0.016000	0.276478
0.018000	0.985394
0.020000	0.115131
0.022000	0.638675
0.024000	-0.449627
0.026000	-0.074187
0.028000	-0.082687
0.030000	-0.765024
0.032000	-0.146375
0.034000	-0.618565
0.036000	0.042535
0.038000	0.113834
0.040000	-0.333878
0.042000	-0.510919
0.044000	-0.398195
0.046000	-0.425933
0.048000	-0.108460
0.050000	-0.380788
0.052000	0.207407
0.054000	-0.651599
0.056000	-0.239545
0.058000	0.291192
0.060000	0.136402
0.062000	0.270799
0.064000	0.000152
0.066000	0.073286
0.068000	-0.087365
0.070000	0.153431
0.072000	0.298773
0.074000	0.103524
0.076000	-0.050265
0.078000	-0.354763
0.080000	-0.103751
0.082000	-0.149703
0.084000	0.037128
0.086000	-0.218181
0.088000	0.051979
0.090000	0.421019
0.092000	0.381017
0.094000	0.203647
0.096000	0.459673
0.098000	0.071526
0.100000	0.148196
0.102000	0.113558
0.104000	0.689520
0.106000	0.081852
0.108000	0.124396
0.110000	-0.005811
0.112000	0.223843
0.114000	0.074412
0.116000	-0.097371
0.118000	-0.210695
0.120000	0.663910
0.122000	0.042289
0.124000	-0.169490
0.126000	0.184655
0.128000	-0.377947
0.130000	0.480965
0.132000	0.437668
0.134000	-0.338461
0.136000	0.779936
0.138000	0.414598
0.140000	0.222575
0.142000	0.322714
0.144000	-0.693922
0.146000	-0.136493
0.148000	0.180218
0.150000	0.011555
0.152000	0.157819
0.154000	0.908678
0.156000	0.696533
0.158000	0.280306
0.160000	0.135579
0.162000	0.391644
0.164000	0.449923
0.166000	0.002857
0.168000	-0.178053
0.170000	-0.178400
0.172000	-0.133035
0.174000	0.267126
0.176000	-0.060400
0.178000	0.702832
0.180000	0.696333
0.182000	0.146786
0.184000	0.108850
0.186000	0.503902
0.188000	-0.282264
0.190000	0.031838
0.192000	0.004458
0.194000	0.239749
0.196000	0.183769
0.198000	0.663507
0.200000	0.460299
0.202000	-0.082966
0.204000	0.600740
0.206000	-0.030615
0.208000	-0.086307
0.210000	0.046474
0.212000	0.699923
0.214000	0.565289
0.216000	0.319165
0.218000	0.559308
0.220000	0.539506
0.222000	0.161938
0.224000	0.402861
0.226000	0.478886
0.228000	0.144883
0.230000	0.528030
0.232000	0.465547
0.234000	0.047744
0.236000	0.410104
0.238000	0.228413
0.240000	0.268272
0.242000	-0.320874
0.244000	0.081805
0.246000	0.487968
0.248000	0.956627
0.250000	0.176969
0.252000	-0.045070
0.254000	0.176628
0.256000	0.430028
0.258000	0.664677
0.260000	0.288102
0.262000	0.567526
0.264000	0.533019
0.266000	-0.197319
0.268000	0.362280
0.270000	-0.195893
0.272000	0.390225
0.274000	0.212819
0.276000	0.509870
0.278000	0.192769
0.280000	0.721147
0.282000	0.550331
0.284000	0.202725
0.286000	-0.217699
0.288000	-0.081641
0.290000	0.323871
0.292000	0.313365
0.294000	0.260324
0.296000	0.032816
0.298000	0.483527
0.300000	0.318686
0.302000	0.108744
0.304000	0.144693
0.306000	0.148258
0.308000	0.426807
0.310000	0.405629
0.312000	-0.193411
0.314000	-0.045704
0.316000	-0.040337
0.318000	0.680334
0.320000	0.031528
0.322000	0.036116
0.324000	0.459498
0.326000	0.200942
0.328000	0.036363
0.330000	0.103848
0.332000	-0.151790
